Sample	int48	int3	int88	int37	int8	int42	int22	int73	int98	int25	int28	int34	int6	int85	int76	int95	int92	int20	int51	int33	int79	int41	int83	int93	int71	int13	int99	int23	int75	int86	int68	int17	int84	int30	int65	int57	int67	int54	int9	int7	int27	int39	int82	int38	int58	int100	int12	int47	int53	int10	int72	int97	int74	int49	int64	int5	int78	int36	int81	int11	int24	int21	int55	int62	int56	int46	int29	int1	int94	int50	int90	int63	int66	int35	int15	int31	int26	int4	int14	int40	int77	int89	int43	int91	int52	int69	int19	int87	int44	int61	int2	int70	int18	int60	int45	int32	int16	int80	int59	int96	discrete48	discrete3	discrete88	discrete37	discrete8	discrete42	discrete22	discrete73	discrete98	discrete25	discrete28	discrete34	discrete6	discrete85	discrete76	discrete95	discrete92	discrete20	discrete51	discrete33	discrete79	discrete41	discrete83	discrete93	discrete71	discrete13	discrete99	discrete23	discrete75	discrete86	discrete68	discrete17	discrete84	discrete30	discrete65	discrete57	discrete67	discrete54	discrete9	discrete7	discrete27	discrete39	discrete82	discrete38	discrete58	discrete100	discrete12	discrete47	discrete53	discrete10	discrete72	discrete97	discrete74	discrete49	discrete64	discrete5	discrete78	discrete36	discrete81	discrete11	discrete24	discrete21	discrete55	discrete62	discrete56	discrete46	discrete29	discrete1	discrete94	discrete50	discrete90	discrete63	discrete66	discrete35	discrete15	discrete31	discrete26	discrete4	discrete14	discrete40	discrete77	discrete89	discrete43	discrete91	discrete52	discrete69	discrete19	discrete87	discrete44	discrete61	discrete2	discrete70	discrete18	discrete60	discrete45	discrete32	discrete16	discrete80	discrete59	discrete96
s894	13	29	51	86	50	56	7	20	8	63	70	48	7	38	95	85	72	59	100	15	43	82	93	21	34	3	85	27	90	89	78	20	78	57	88	34	81	52	8	0	68	80	29	68	75	0	23	69	74	63	97	61	65	1	6	73	50	50	66	50	13	59	66	55	36	27	28	5	4	82	47	29	72	56	78	79	93	71	31	32	78	24	9	13	49	67	75	17	49	95	80	49	7	51	5	65	64	48	73	41	lukewarm	cold	cold	warm	cold	hot	lukewarm	lukewarm	lukewarm	warm	warm	warm	lukewarm	warm	warm	cold	hot	warm	warm	lukewarm	hot	lukewarm	warm	hot	warm	warm	lukewarm	lukewarm	warm	lukewarm	warm	warm	warm	lukewarm	warm	lukewarm	cold	cold	warm	warm	hot	lukewarm	warm	cold	hot	hot	cold	cold	cold	cold	hot	lukewarm	hot	hot	warm	hot	warm	hot	lukewarm	lukewarm	warm	lukewarm	lukewarm	warm	cold	warm	hot	warm	lukewarm	hot	cold	lukewarm	hot	lukewarm	warm	lukewarm	lukewarm	warm	cold	warm	cold	warm	cold	lukewarm	hot	cold	lukewarm	warm	lukewarm	lukewarm	hot	lukewarm	hot	cold	hot	warm	warm	cold	lukewarm	warm
s895	33	9	86	91	37	11	15	14	98	32	13	82	12	28	14	18	69	60	71	94	35	48	91	79	35	90	66	90	15	97	62	33	13	38	17	47	82	74	91	21	45	83	71	57	90	46	36	13	27	58	67	29	90	5	35	75	63	48	75	9	38	36	74	21	79	79	62	93	71	88	77	12	8	61	68	21	69	77	44	63	97	37	96	3	84	14	0	50	29	72	30	80	24	39	76	33	4	100	85	45	lukewarm	warm	cold	cold	lukewarm	lukewarm	cold	hot	warm	lukewarm	cold	warm	hot	lukewarm	lukewarm	warm	cold	cold	warm	hot	warm	cold	cold	cold	lukewarm	lukewarm	warm	cold	warm	warm	hot	cold	cold	warm	lukewarm	lukewarm	hot	lukewarm	cold	warm	lukewarm	lukewarm	warm	cold	hot	lukewarm	cold	hot	lukewarm	lukewarm	cold	cold	cold	hot	hot	warm	lukewarm	warm	hot	warm	hot	cold	lukewarm	warm	hot	lukewarm	lukewarm	warm	lukewarm	cold	cold	warm	hot	cold	cold	lukewarm	warm	warm	cold	cold	hot	hot	cold	warm	warm	lukewarm	lukewarm	warm	hot	warm	hot	lukewarm	cold	cold	warm	cold	cold	cold	hot	cold
s896	46	15	44	67	27	78	31	5	60	32	95	88	22	28	29	94	52	28	78	76	91	80	80	7	49	33	27	71	35	100	93	97	76	57	43	84	93	28	91	82	52	0	32	75	15	59	84	84	54	63	67	97	25	57	78	15	100	14	84	97	36	49	46	42	85	68	76	61	69	42	97	0	58	22	48	17	54	99	20	21	23	68	83	12	10	71	13	83	51	46	90	56	51	89	30	90	5	34	63	98	lukewarm	lukewarm	lukewarm	lukewarm	cold	lukewarm	hot	cold	lukewarm	lukewarm	cold	hot	cold	lukewarm	hot	lukewarm	hot	hot	hot	cold	cold	lukewarm	hot	cold	warm	warm	hot	hot	lukewarm	lukewarm	cold	cold	cold	hot	hot	warm	warm	hot	warm	hot	hot	hot	lukewarm	warm	lukewarm	cold	lukewarm	warm	lukewarm	hot	cold	hot	lukewarm	warm	warm	warm	cold	cold	cold	warm	warm	hot	cold	warm	cold	hot	cold	hot	hot	hot	hot	cold	hot	hot	cold	lukewarm	warm	cold	hot	hot	hot	warm	cold	lukewarm	lukewarm	lukewarm	cold	hot	lukewarm	hot	lukewarm	hot	warm	cold	cold	hot	lukewarm	warm	hot	warm
s897	92	73	67	48	19	98	54	28	98	88	49	50	30	0	62	28	44	21	76	72	10	7	100	6	27	56	7	89	30	84	68	10	36	42	65	57	14	76	47	93	72	53	4	95	95	63	8	41	58	89	77	6	53	49	50	55	91	41	17	36	72	53	90	48	60	84	49	80	62	48	2	100	68	61	45	22	49	45	57	30	91	13	25	9	25	66	0	27	32	90	94	49	47	51	8	65	41	10	42	55	cold	hot	hot	warm	cold	warm	cold	cold	lukewarm	lukewarm	cold	hot	cold	warm	warm	cold	hot	cold	lukewarm	cold	lukewarm	cold	cold	warm	cold	cold	hot	cold	lukewarm	warm	cold	lukewarm	hot	hot	lukewarm	warm	lukewarm	lukewarm	warm	warm	lukewarm	hot	hot	cold	hot	warm	hot	cold	cold	warm	hot	warm	cold	warm	hot	warm	warm	warm	cold	cold	warm	lukewarm	cold	hot	hot	lukewarm	hot	warm	warm	lukewarm	hot	lukewarm	warm	hot	hot	cold	lukewarm	warm	warm	lukewarm	warm	lukewarm	warm	hot	warm	lukewarm	hot	lukewarm	hot	cold	lukewarm	lukewarm	lukewarm	warm	cold	lukewarm	hot	warm	warm	hot
s898	6	41	66	74	19	79	86	73	0	6	54	26	70	89	83	54	27	98	82	18	0	17	37	63	85	93	4	91	46	29	67	81	15	44	42	67	57	5	52	59	90	76	6	46	19	76	66	37	75	18	86	21	67	16	14	10	50	63	13	27	4	50	94	57	2	66	8	71	63	37	17	28	31	65	8	53	33	6	30	98	98	32	15	37	63	84	46	35	19	7	27	52	86	32	84	100	13	20	97	88	cold	lukewarm	lukewarm	warm	lukewarm	lukewarm	lukewarm	cold	warm	warm	lukewarm	lukewarm	hot	cold	hot	cold	warm	warm	lukewarm	cold	cold	lukewarm	hot	cold	cold	hot	cold	cold	hot	lukewarm	cold	cold	cold	lukewarm	hot	lukewarm	hot	cold	hot	cold	warm	hot	cold	lukewarm	warm	hot	hot	hot	warm	lukewarm	lukewarm	hot	cold	hot	warm	hot	cold	hot	lukewarm	hot	warm	lukewarm	lukewarm	hot	warm	lukewarm	warm	hot	lukewarm	lukewarm	cold	hot	cold	warm	cold	hot	warm	hot	cold	cold	hot	cold	warm	hot	warm	warm	cold	cold	warm	hot	warm	hot	cold	hot	lukewarm	warm	cold	cold	warm	warm
s899	22	51	8	50	8	13	8	60	86	90	20	96	79	17	89	96	51	47	69	49	52	83	44	49	45	23	43	47	71	80	52	16	96	70	94	68	69	96	88	69	10	28	91	100	15	100	38	39	8	89	42	48	95	87	89	19	69	8	52	93	20	10	77	93	67	37	91	25	38	76	95	66	35	34	8	93	49	86	63	20	65	31	44	56	38	86	44	17	76	89	14	10	14	100	51	37	30	1	77	94	cold	lukewarm	warm	cold	cold	cold	warm	lukewarm	warm	hot	cold	cold	lukewarm	lukewarm	warm	hot	lukewarm	cold	lukewarm	cold	lukewarm	hot	hot	warm	cold	cold	hot	cold	warm	lukewarm	hot	lukewarm	hot	warm	hot	warm	cold	hot	lukewarm	warm	cold	hot	lukewarm	lukewarm	hot	warm	warm	cold	lukewarm	lukewarm	hot	cold	lukewarm	cold	cold	cold	lukewarm	cold	hot	lukewarm	warm	cold	hot	warm	warm	cold	cold	warm	lukewarm	warm	warm	lukewarm	hot	lukewarm	hot	hot	hot	warm	lukewarm	cold	lukewarm	warm	cold	hot	hot	hot	hot	cold	hot	hot	warm	lukewarm	cold	warm	cold	hot	lukewarm	lukewarm	lukewarm	cold
s900	36	60	49	45	13	42	6	69	53	96	55	60	49	55	5	100	9	39	16	79	0	53	1	51	61	83	98	9	80	87	52	69	21	53	95	63	40	33	84	17	80	91	40	99	12	75	1	38	35	18	38	89	9	18	19	100	70	24	55	28	87	63	43	83	17	4	67	72	69	23	23	15	28	7	71	27	23	17	54	76	83	82	98	67	10	64	22	71	2	86	9	36	30	36	10	88	79	11	80	81	warm	warm	hot	warm	lukewarm	cold	warm	lukewarm	cold	cold	cold	warm	cold	hot	warm	hot	lukewarm	warm	cold	lukewarm	warm	cold	cold	cold	cold	cold	hot	lukewarm	warm	hot	cold	warm	lukewarm	cold	cold	warm	cold	warm	warm	lukewarm	warm	hot	cold	warm	cold	lukewarm	warm	hot	hot	cold	hot	warm	cold	hot	warm	hot	hot	hot	hot	warm	warm	cold	cold	cold	lukewarm	cold	cold	cold	cold	cold	hot	hot	hot	warm	lukewarm	warm	hot	hot	hot	lukewarm	cold	cold	hot	lukewarm	lukewarm	lukewarm	warm	lukewarm	warm	cold	cold	warm	hot	cold	hot	lukewarm	cold	cold	warm	warm
s901	84	29	73	62	15	41	23	38	14	7	18	38	61	25	79	10	67	38	15	20	42	6	49	21	5	81	59	52	10	38	37	14	44	22	11	43	61	95	28	80	4	57	81	56	62	25	57	73	71	80	85	83	17	51	80	87	42	82	74	38	46	27	46	70	28	28	65	42	52	15	80	56	100	81	72	41	52	51	27	3	34	86	27	60	61	87	32	54	96	7	30	86	26	86	11	10	35	80	24	4	hot	cold	cold	hot	cold	warm	cold	hot	lukewarm	hot	cold	cold	warm	warm	warm	warm	warm	hot	lukewarm	warm	lukewarm	warm	cold	hot	cold	lukewarm	warm	cold	lukewarm	warm	cold	cold	hot	hot	warm	warm	hot	cold	cold	cold	lukewarm	lukewarm	warm	lukewarm	lukewarm	hot	hot	cold	lukewarm	hot	hot	lukewarm	hot	lukewarm	hot	cold	cold	lukewarm	cold	warm	hot	warm	hot	hot	lukewarm	cold	lukewarm	cold	cold	hot	cold	lukewarm	cold	hot	warm	lukewarm	cold	warm	warm	lukewarm	cold	lukewarm	hot	cold	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	cold	lukewarm	lukewarm	hot	hot	warm	lukewarm	hot	warm	warm	cold
s902	94	48	47	14	6	84	81	39	38	28	35	49	64	53	100	55	29	90	82	93	23	65	75	66	41	80	12	41	73	26	64	57	49	34	70	10	38	54	20	38	8	95	46	12	9	23	55	1	51	72	12	74	59	42	66	76	79	83	77	89	21	44	99	0	18	1	46	28	26	38	67	56	68	7	90	27	87	61	13	57	67	53	5	79	50	2	21	77	59	86	99	76	35	82	18	59	57	24	49	68	warm	hot	warm	cold	warm	hot	cold	lukewarm	warm	cold	warm	cold	warm	cold	cold	cold	warm	warm	cold	cold	hot	warm	warm	warm	warm	lukewarm	hot	warm	warm	lukewarm	warm	warm	hot	cold	cold	warm	warm	warm	cold	hot	lukewarm	warm	cold	hot	warm	hot	lukewarm	cold	cold	warm	warm	hot	cold	hot	hot	hot	lukewarm	lukewarm	warm	warm	hot	hot	warm	cold	lukewarm	lukewarm	cold	warm	lukewarm	warm	warm	cold	hot	cold	cold	cold	cold	cold	lukewarm	warm	lukewarm	lukewarm	cold	cold	warm	lukewarm	hot	lukewarm	lukewarm	hot	lukewarm	cold	cold	cold	hot	hot	warm	warm	hot	lukewarm
s903	12	2	47	55	22	67	47	45	67	3	63	30	92	5	78	12	82	92	85	20	59	20	16	42	94	2	11	61	69	65	38	79	46	34	75	78	76	77	4	29	62	81	53	73	95	36	36	95	81	78	75	81	69	79	74	23	71	25	56	73	17	25	86	50	27	71	10	61	1	59	32	93	48	81	73	92	8	33	45	77	94	34	47	81	9	35	63	20	82	12	25	89	7	35	52	68	80	17	97	20	lukewarm	cold	warm	lukewarm	cold	lukewarm	hot	lukewarm	hot	cold	hot	lukewarm	lukewarm	lukewarm	hot	cold	cold	cold	lukewarm	hot	lukewarm	hot	lukewarm	cold	lukewarm	lukewarm	cold	hot	cold	hot	lukewarm	warm	hot	hot	hot	cold	lukewarm	cold	warm	warm	hot	warm	hot	lukewarm	warm	lukewarm	hot	cold	lukewarm	hot	hot	hot	lukewarm	cold	hot	warm	hot	cold	cold	cold	cold	lukewarm	hot	lukewarm	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	lukewarm	lukewarm	hot	warm	hot	lukewarm	hot	hot	lukewarm	cold	lukewarm	lukewarm	hot	lukewarm	cold	hot	lukewarm	cold	hot	lukewarm	warm	lukewarm	lukewarm	hot	lukewarm	hot	lukewarm	hot	hot	lukewarm
s904	29	5	73	4	18	49	24	53	23	20	68	78	10	95	28	28	92	36	54	21	53	3	29	46	5	0	97	75	80	85	78	90	3	82	56	3	84	56	11	39	63	88	100	36	0	17	97	23	38	39	56	27	40	69	9	62	50	73	91	1	77	91	3	50	3	27	34	7	39	71	12	81	11	39	83	52	88	32	94	55	80	55	32	41	22	20	31	45	69	26	45	18	95	39	59	19	34	15	72	5	warm	lukewarm	warm	lukewarm	hot	cold	lukewarm	lukewarm	hot	lukewarm	warm	cold	warm	cold	hot	warm	hot	hot	lukewarm	hot	cold	cold	cold	lukewarm	cold	warm	lukewarm	lukewarm	hot	cold	hot	lukewarm	cold	warm	cold	lukewarm	hot	lukewarm	lukewarm	warm	lukewarm	hot	hot	lukewarm	hot	lukewarm	warm	hot	hot	lukewarm	hot	hot	cold	warm	lukewarm	warm	lukewarm	lukewarm	hot	hot	warm	cold	lukewarm	hot	cold	hot	hot	lukewarm	lukewarm	warm	cold	cold	warm	warm	lukewarm	warm	cold	lukewarm	cold	warm	hot	cold	lukewarm	cold	lukewarm	cold	warm	cold	cold	warm	warm	lukewarm	lukewarm	cold	hot	hot	lukewarm	lukewarm	lukewarm	lukewarm
s905	83	33	45	6	1	92	15	87	16	30	66	11	17	74	83	100	53	42	11	67	68	71	75	51	95	46	57	24	72	39	11	56	34	66	78	87	78	74	56	94	94	18	23	36	5	8	9	42	78	51	14	83	18	69	29	19	15	43	78	44	30	92	69	6	41	76	43	80	12	20	61	86	38	92	24	76	4	25	15	37	63	66	50	29	22	63	3	58	52	1	99	4	72	17	4	73	84	67	7	1	cold	lukewarm	warm	cold	warm	lukewarm	lukewarm	lukewarm	cold	cold	lukewarm	lukewarm	hot	hot	cold	warm	warm	cold	cold	hot	lukewarm	cold	cold	lukewarm	warm	warm	warm	warm	hot	hot	lukewarm	hot	hot	lukewarm	warm	cold	cold	warm	lukewarm	lukewarm	hot	lukewarm	lukewarm	lukewarm	hot	lukewarm	hot	lukewarm	hot	lukewarm	cold	warm	hot	warm	hot	warm	cold	hot	hot	lukewarm	lukewarm	warm	warm	cold	cold	cold	warm	warm	hot	lukewarm	cold	hot	warm	cold	hot	lukewarm	cold	lukewarm	hot	hot	hot	hot	cold	hot	warm	hot	cold	warm	cold	cold	cold	cold	hot	hot	hot	lukewarm	hot	cold	lukewarm	cold
s906	94	64	93	73	91	92	45	14	86	43	87	65	46	80	29	14	18	5	82	72	4	72	91	38	66	28	82	15	38	27	77	73	89	49	41	74	84	58	48	20	76	89	65	47	95	59	9	62	44	39	73	54	96	5	98	29	49	32	60	23	28	44	32	6	35	65	60	51	70	18	79	53	51	95	43	59	53	66	13	39	92	38	64	59	36	57	9	2	76	16	51	33	90	64	50	17	20	62	88	6	hot	hot	warm	cold	lukewarm	lukewarm	hot	lukewarm	warm	cold	hot	warm	lukewarm	hot	lukewarm	lukewarm	warm	warm	warm	hot	warm	lukewarm	cold	warm	warm	cold	lukewarm	lukewarm	warm	cold	warm	warm	warm	hot	hot	hot	warm	cold	warm	cold	lukewarm	hot	cold	hot	lukewarm	lukewarm	warm	lukewarm	lukewarm	lukewarm	lukewarm	warm	warm	hot	cold	cold	cold	cold	lukewarm	cold	lukewarm	hot	cold	hot	hot	cold	cold	warm	lukewarm	warm	lukewarm	cold	cold	hot	cold	lukewarm	lukewarm	warm	warm	cold	hot	cold	hot	warm	cold	cold	hot	lukewarm	cold	cold	warm	cold	hot	cold	cold	lukewarm	lukewarm	warm	hot	lukewarm
s907	50	54	1	22	76	81	0	25	13	24	65	24	67	82	1	18	82	87	97	57	91	83	15	98	35	86	11	10	90	58	88	60	27	18	84	63	91	98	21	10	44	54	79	76	39	52	17	18	74	21	86	98	29	10	24	41	58	99	42	59	78	48	96	33	88	72	29	78	11	6	25	35	87	27	9	33	95	39	58	11	53	28	99	75	88	43	40	71	43	73	9	75	28	45	88	16	43	6	40	86	cold	cold	hot	hot	lukewarm	lukewarm	warm	cold	cold	hot	lukewarm	lukewarm	warm	cold	cold	hot	cold	hot	lukewarm	warm	lukewarm	cold	hot	hot	cold	lukewarm	hot	warm	lukewarm	hot	hot	hot	hot	warm	warm	cold	cold	cold	warm	lukewarm	hot	hot	warm	cold	warm	warm	warm	cold	warm	lukewarm	lukewarm	warm	cold	hot	hot	lukewarm	lukewarm	warm	cold	warm	warm	hot	warm	warm	hot	warm	lukewarm	hot	cold	cold	hot	warm	warm	warm	warm	lukewarm	hot	lukewarm	cold	cold	hot	cold	warm	hot	warm	lukewarm	hot	lukewarm	lukewarm	warm	cold	lukewarm	hot	warm	lukewarm	cold	hot	hot	hot	hot
s908	10	61	19	24	90	16	35	29	56	2	62	76	57	18	8	54	36	5	6	41	3	8	33	56	40	4	45	37	23	86	19	1	78	95	24	10	18	49	42	73	53	79	35	27	26	56	95	85	25	56	60	27	22	37	68	71	70	46	18	83	92	6	63	50	76	22	10	62	96	98	10	7	17	61	26	6	77	51	62	56	47	73	99	13	53	36	5	67	27	30	11	83	8	98	91	7	11	19	36	82	cold	lukewarm	cold	hot	warm	cold	cold	cold	cold	hot	cold	hot	cold	lukewarm	cold	cold	cold	lukewarm	hot	hot	cold	hot	lukewarm	warm	cold	warm	cold	cold	warm	warm	cold	lukewarm	cold	cold	warm	hot	cold	hot	hot	cold	hot	cold	hot	warm	warm	lukewarm	cold	cold	cold	cold	cold	cold	warm	hot	hot	hot	lukewarm	lukewarm	warm	lukewarm	cold	lukewarm	warm	cold	lukewarm	warm	cold	warm	cold	hot	warm	hot	cold	lukewarm	hot	hot	cold	cold	hot	warm	lukewarm	warm	hot	cold	hot	cold	warm	lukewarm	lukewarm	cold	warm	warm	cold	lukewarm	cold	cold	cold	warm	cold	lukewarm
s909	76	99	95	36	3	54	14	19	79	30	41	46	69	55	20	18	44	84	9	48	70	41	98	60	2	15	42	51	27	60	92	59	33	86	93	84	73	70	93	7	85	14	98	29	63	1	6	58	8	63	63	77	17	5	21	21	81	97	91	84	57	60	23	53	96	13	70	95	25	35	74	72	92	40	76	32	59	48	73	39	12	93	71	33	94	5	91	47	67	19	34	87	56	71	61	18	1	20	42	68	warm	lukewarm	hot	warm	warm	cold	hot	cold	lukewarm	cold	lukewarm	lukewarm	cold	cold	cold	lukewarm	cold	warm	hot	cold	cold	lukewarm	hot	lukewarm	warm	lukewarm	hot	cold	lukewarm	warm	hot	warm	warm	warm	cold	warm	cold	hot	lukewarm	warm	cold	cold	lukewarm	warm	warm	cold	warm	lukewarm	warm	hot	lukewarm	lukewarm	cold	warm	hot	cold	hot	cold	warm	warm	cold	warm	cold	lukewarm	cold	hot	warm	warm	hot	cold	lukewarm	cold	lukewarm	warm	cold	hot	warm	cold	warm	cold	cold	lukewarm	lukewarm	lukewarm	warm	cold	hot	lukewarm	cold	lukewarm	cold	hot	hot	warm	warm	lukewarm	lukewarm	warm	hot	lukewarm
s910	77	84	80	81	85	83	74	74	25	9	41	34	14	93	18	71	57	17	66	91	0	57	5	24	47	87	34	17	26	70	28	64	53	79	44	18	57	1	7	27	79	40	74	88	7	10	99	46	88	69	2	73	43	27	12	2	0	72	70	81	30	34	98	40	4	97	15	50	41	79	4	21	27	45	80	53	57	80	63	95	80	29	6	31	85	97	67	48	89	66	30	62	42	78	5	16	7	8	48	30	lukewarm	hot	hot	lukewarm	lukewarm	lukewarm	hot	warm	lukewarm	cold	warm	hot	warm	hot	warm	warm	cold	hot	warm	warm	hot	lukewarm	lukewarm	lukewarm	warm	warm	warm	warm	warm	hot	cold	hot	warm	warm	hot	cold	cold	lukewarm	cold	cold	warm	cold	warm	hot	warm	lukewarm	lukewarm	warm	warm	warm	lukewarm	lukewarm	cold	warm	hot	lukewarm	cold	cold	cold	cold	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	warm	warm	hot	warm	lukewarm	cold	lukewarm	cold	warm	cold	cold	lukewarm	lukewarm	hot	warm	warm	hot	lukewarm	warm	warm	lukewarm	warm	warm	cold	lukewarm	hot	lukewarm	warm	hot	warm	lukewarm	cold	warm	lukewarm
s911	41	43	59	2	58	81	92	0	76	71	100	81	8	18	11	25	8	89	53	60	11	67	95	71	62	94	58	40	2	98	9	70	10	93	76	18	100	98	3	26	32	57	72	42	16	33	86	11	25	43	9	42	59	21	7	80	46	94	97	42	22	42	96	13	57	64	21	65	48	8	8	50	66	43	33	78	84	69	21	17	72	98	47	47	5	0	13	92	57	93	97	98	25	73	52	28	7	65	94	17	warm	hot	warm	warm	cold	warm	cold	cold	hot	hot	warm	cold	cold	warm	warm	warm	warm	cold	hot	warm	lukewarm	cold	warm	lukewarm	warm	cold	hot	lukewarm	hot	lukewarm	lukewarm	hot	cold	cold	hot	lukewarm	lukewarm	cold	warm	lukewarm	lukewarm	cold	hot	cold	lukewarm	hot	hot	warm	cold	hot	lukewarm	warm	hot	warm	hot	warm	warm	cold	warm	warm	lukewarm	hot	lukewarm	warm	cold	hot	lukewarm	cold	cold	lukewarm	warm	cold	warm	hot	cold	cold	cold	hot	lukewarm	hot	warm	hot	hot	lukewarm	cold	cold	cold	cold	warm	lukewarm	hot	lukewarm	hot	warm	lukewarm	cold	lukewarm	warm	cold	lukewarm
s912	19	61	62	8	36	80	75	100	85	58	79	36	2	69	69	3	83	64	38	23	78	11	91	77	77	30	69	63	91	27	51	25	100	46	13	59	47	14	40	79	70	90	16	97	78	80	75	62	53	61	27	31	36	18	30	20	87	11	1	57	75	44	17	44	50	25	39	38	8	72	76	32	39	54	5	38	78	86	76	33	27	38	41	70	80	76	29	22	76	91	72	26	12	41	60	57	3	36	90	63	hot	hot	hot	hot	lukewarm	cold	lukewarm	lukewarm	warm	lukewarm	warm	hot	lukewarm	cold	warm	lukewarm	warm	hot	warm	warm	cold	lukewarm	lukewarm	cold	warm	warm	hot	cold	hot	cold	warm	cold	lukewarm	warm	warm	hot	hot	hot	warm	warm	lukewarm	lukewarm	cold	lukewarm	lukewarm	hot	warm	cold	warm	cold	lukewarm	cold	warm	lukewarm	lukewarm	warm	hot	hot	warm	cold	cold	cold	cold	warm	lukewarm	cold	lukewarm	cold	cold	lukewarm	lukewarm	cold	hot	warm	cold	warm	lukewarm	cold	cold	warm	warm	warm	warm	lukewarm	cold	hot	lukewarm	hot	hot	hot	warm	warm	hot	hot	lukewarm	lukewarm	warm	cold	hot	cold
s913	86	64	79	66	35	46	48	84	44	86	70	61	44	24	3	36	31	92	99	74	91	73	41	60	36	5	91	65	88	94	78	41	53	100	17	27	51	52	35	52	25	11	1	53	11	20	4	94	92	88	1	91	7	52	49	67	27	39	35	21	97	59	37	13	70	28	31	68	4	3	96	11	76	87	70	15	89	86	88	94	37	88	55	99	98	73	0	50	63	27	58	31	50	31	91	33	49	91	30	25	hot	lukewarm	lukewarm	warm	lukewarm	hot	hot	lukewarm	warm	warm	cold	hot	cold	hot	cold	cold	warm	hot	cold	cold	lukewarm	warm	warm	lukewarm	cold	hot	lukewarm	lukewarm	warm	hot	hot	warm	lukewarm	hot	cold	lukewarm	lukewarm	warm	cold	warm	hot	warm	lukewarm	warm	hot	cold	hot	hot	hot	lukewarm	lukewarm	cold	hot	cold	warm	cold	warm	cold	warm	cold	lukewarm	hot	cold	hot	warm	cold	lukewarm	cold	cold	cold	cold	warm	hot	cold	cold	hot	hot	warm	hot	warm	cold	cold	hot	warm	warm	cold	cold	lukewarm	warm	warm	hot	hot	warm	lukewarm	cold	hot	cold	lukewarm	lukewarm	hot
s914	92	56	39	71	73	12	94	69	47	51	39	8	57	86	63	81	86	1	18	71	74	13	48	58	18	17	59	64	48	69	72	7	10	96	28	64	19	88	14	15	31	84	98	86	86	66	76	3	25	39	52	7	37	22	97	6	70	72	92	71	75	22	44	100	16	34	74	89	27	76	20	5	9	20	2	72	87	61	97	18	81	39	71	62	12	56	75	41	85	14	26	2	79	1	44	19	3	100	17	66	cold	cold	warm	hot	hot	warm	warm	lukewarm	hot	cold	hot	hot	hot	cold	cold	warm	hot	lukewarm	lukewarm	warm	lukewarm	warm	cold	warm	warm	warm	lukewarm	lukewarm	warm	cold	cold	cold	warm	hot	lukewarm	lukewarm	cold	hot	hot	lukewarm	cold	warm	lukewarm	cold	lukewarm	hot	warm	lukewarm	cold	hot	warm	lukewarm	cold	lukewarm	warm	warm	warm	hot	hot	hot	warm	warm	warm	lukewarm	cold	hot	lukewarm	hot	cold	hot	cold	cold	lukewarm	cold	hot	cold	warm	hot	warm	warm	hot	warm	cold	cold	lukewarm	cold	warm	lukewarm	hot	hot	cold	lukewarm	warm	cold	hot	warm	warm	warm	warm	hot
s915	52	92	51	36	68	9	26	54	100	45	0	19	51	91	11	59	97	4	68	31	15	92	39	52	13	3	85	94	68	70	63	59	83	82	33	94	16	18	70	59	73	80	54	54	100	64	88	19	78	2	71	92	71	27	84	25	11	53	91	33	69	81	36	20	4	79	7	49	30	48	99	66	69	70	65	3	35	49	64	32	4	39	24	52	77	22	22	4	49	26	41	97	14	41	74	63	51	18	22	14	lukewarm	warm	lukewarm	warm	warm	cold	cold	cold	lukewarm	lukewarm	lukewarm	hot	lukewarm	hot	warm	hot	warm	cold	lukewarm	hot	lukewarm	cold	cold	hot	lukewarm	lukewarm	hot	cold	hot	warm	warm	cold	lukewarm	warm	hot	hot	warm	cold	lukewarm	warm	lukewarm	hot	hot	hot	cold	warm	cold	warm	lukewarm	lukewarm	cold	hot	warm	hot	lukewarm	lukewarm	hot	lukewarm	hot	cold	lukewarm	lukewarm	cold	cold	lukewarm	warm	warm	cold	lukewarm	hot	warm	cold	warm	lukewarm	hot	lukewarm	cold	cold	lukewarm	warm	cold	warm	hot	warm	lukewarm	lukewarm	cold	cold	lukewarm	hot	lukewarm	cold	cold	lukewarm	lukewarm	lukewarm	hot	lukewarm	cold	lukewarm
